"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"2488","0",17000,"A","MORTGAGE",61200,29,"0-8","Missing"
"15276","0",5000,"C","MORTGAGE",75000,32,"11-13.5","15-30"
"21588","0",20000,"B","RENT",60000,27,"8-11","0-15"
"7711","0",20000,"A","RENT",87000,27,"0-8","0-15"
"19423","0",6000,"D","OWN",50400,25,"13.5+","0-15"
"9096","0",12000,"A","RENT",52000,30,"0-8","0-15"
"3381","1",11500,"A","MORTGAGE",27600,25,"0-8","0-15"
"28176","0",16000,"B","OWN",50000,22,"8-11","0-15"
"717","0",4000,"B","RENT",1e+05,29,"Missing","0-15"
"26817","0",5000,"C","OWN",66252,25,"11-13.5","0-15"
"16456","0",5500,"B","MORTGAGE",46800,31,"Missing","0-15"
"13203","0",1000,"B","MORTGAGE",25000,34,"8-11","0-15"
"7494","0",6000,"A","RENT",62000,34,"0-8","0-15"
"26574","0",22000,"E","MORTGAGE",66000,31,"13.5+","0-15"
"13643","0",25000,"C","MORTGAGE",140000,41,"13.5+","0-15"
"15613","0",1000,"B","RENT",30000,31,"8-11","0-15"
"11163","0",14000,"D","RENT",85000,37,"13.5+","15-30"
"7887","0",5000,"A","MORTGAGE",40000,23,"0-8","0-15"
"26605","0",10000,"C","MORTGAGE",40000,22,"Missing","0-15"
"8949","1",2800,"A","MORTGAGE",15204,23,"8-11","Missing"
"18990","0",4000,"A","MORTGAGE",72000,34,"0-8","0-15"
"6999","0",8000,"A","OWN",39480,37,"8-11","0-15"
"22587","0",24000,"B","OWN",140000,38,"11-13.5","0-15"
"21283","0",7000,"B","MORTGAGE",1e+05,29,"8-11","0-15"
"24065","0",15000,"B","MORTGAGE",80000,26,"11-13.5","0-15"
"15526","0",1400,"C","RENT",125000,24,"Missing","0-15"
"9697","0",12000,"B","MORTGAGE",84000,22,"11-13.5","0-15"
"2575","0",13000,"B","RENT",50000,22,"11-13.5","0-15"
"14894","1",1500,"B","MORTGAGE",63000,36,"8-11","0-15"
"22195","0",18000,"C","RENT",82000,36,"11-13.5","0-15"
"7284","0",16000,"D","MORTGAGE",150000,33,"13.5+","0-15"
"28242","0",500,"B","MORTGAGE",59000,26,"8-11","0-15"
"21168","0",6000,"A","MORTGAGE",121500,32,"0-8","0-15"
"22","0",8500,"B","RENT",25000,24,"11-13.5","0-15"
"9137","0",8000,"A","RENT",36000,31,"8-11","0-15"
"23283","0",25000,"D","MORTGAGE",125000,22,"Missing","0-15"
"20305","0",7500,"C","OWN",83600,22,"11-13.5","0-15"
"27108","0",15000,"E","MORTGAGE",90000,23,"13.5+","0-15"
"2569","0",4600,"B","RENT",33000,23,"11-13.5","0-15"
"13861","0",18000,"A","MORTGAGE",66000,21,"0-8","0-15"
"22249","0",24000,"E","MORTGAGE",150000,32,"13.5+","0-15"
"8561","0",17475,"B","RENT",45000,27,"11-13.5","0-15"
"14336","0",2000,"C","MORTGAGE",30000,22,"11-13.5","15-30"
"19722","0",21825,"B","MORTGAGE",55812,23,"11-13.5","0-15"
"7214","0",3600,"A","MORTGAGE",60000,25,"0-8","0-15"
"11943","1",4000,"A","RENT",45600,26,"0-8","0-15"
"3051","0",20000,"A","RENT",54996,35,"0-8","0-15"
"13582","0",5000,"A","RENT",42000,27,"0-8","0-15"
"19024","0",8000,"A","RENT",45000,32,"Missing","0-15"
"23397","0",3000,"A","MORTGAGE",45000,23,"0-8","0-15"
"17449","0",12000,"B","MORTGAGE",42000,24,"8-11","15-30"
"12430","0",5400,"A","MORTGAGE",62400,28,"0-8","Missing"
"22198","0",11400,"A","RENT",43000,24,"Missing","0-15"
"13605","0",4000,"D","OWN",14000,23,"Missing","0-15"
"23256","1",12000,"B","RENT",45000,44,"11-13.5","0-15"
"13512","0",5500,"E","RENT",36000,23,"13.5+","0-15"
"10912","0",20000,"B","RENT",76000,23,"8-11","0-15"
"8242","1",5000,"A","RENT",12000,27,"8-11","0-15"
"7797","0",10000,"C","MORTGAGE",48000,22,"11-13.5","15-30"
"8087","0",7000,"A","RENT",35000,24,"0-8","0-15"
"17040","0",2500,"D","MORTGAGE",18000,23,"13.5+","0-15"
"3951","0",12000,"A","RENT",63000,32,"0-8","0-15"
"5652","0",10000,"C","MORTGAGE",65000,25,"11-13.5","0-15"
"20104","1",5000,"D","MORTGAGE",19200,22,"13.5+","0-15"
"2946","0",5000,"A","MORTGAGE",124800,23,"0-8","0-15"
"26041","0",4500,"B","RENT",18000,23,"11-13.5","0-15"
"17365","0",7500,"D","MORTGAGE",60000,23,"13.5+","0-15"
"8252","0",12000,"C","RENT",72000,22,"11-13.5","0-15"
"12530","0",16000,"E","RENT",110000,38,"13.5+","0-15"
"26692","0",16000,"D","RENT",70000,29,"13.5+","15-30"
"4833","1",5000,"A","RENT",15000,31,"Missing","Missing"
"11564","0",7800,"B","MORTGAGE",2e+05,31,"8-11","0-15"
"5175","0",15000,"A","MORTGAGE",135000,34,"0-8","0-15"
"2833","0",5600,"A","MORTGAGE",192000,38,"0-8","30-45"
"5406","0",9000,"B","MORTGAGE",1e+05,35,"8-11","15-30"
"17555","0",2500,"A","RENT",37000,26,"0-8","0-15"
"22491","1",25000,"E","RENT",48360,25,"13.5+","0-15"
"1233","0",4000,"B","RENT",43000,24,"11-13.5","0-15"
"9667","1",10000,"D","MORTGAGE",56000,33,"13.5+","0-15"
"23809","1",9250,"A","RENT",24000,22,"8-11","0-15"
"15625","0",20000,"D","RENT",71004,23,"13.5+","0-15"
"23870","0",21000,"C","MORTGAGE",70224,25,"11-13.5","0-15"
"16274","0",10000,"A","RENT",23387,25,"0-8","0-15"
"408","0",8000,"A","RENT",57600,41,"0-8","0-15"
"13714","0",8050,"C","RENT",40000,48,"11-13.5","0-15"
"696","0",9350,"A","MORTGAGE",1e+05,36,"0-8","0-15"
"22361","0",20000,"B","RENT",55000,23,"11-13.5","0-15"
"26183","0",14000,"F","MORTGAGE",86000,24,"13.5+","15-30"
"13023","0",12000,"C","MORTGAGE",78000,26,"11-13.5","0-15"
"19517","0",5000,"D","RENT",58880,22,"13.5+","0-15"
"15716","0",10500,"B","RENT",44640,24,"8-11","0-15"
"10057","0",13000,"B","MORTGAGE",120000,26,"8-11","0-15"
"4691","1",4050,"A","MORTGAGE",75000,31,"0-8","15-30"
"4810","0",4000,"A","RENT",30000,34,"0-8","0-15"
"14030","0",1675,"A","RENT",60000,24,"0-8","0-15"
"16666","1",24000,"B","MORTGAGE",160000,61,"8-11","15-30"
"23639","0",2100,"B","MORTGAGE",68000,33,"11-13.5","0-15"
"11829","0",5600,"A","RENT",19800,24,"0-8","0-15"
"26746","1",18000,"E","RENT",49400,24,"13.5+","0-15"
"8943","0",1000,"B","RENT",26400,33,"8-11","0-15"
"26545","0",2500,"D","OWN",17676,31,"13.5+","0-15"
"6097","0",10500,"C","RENT",38000,34,"11-13.5","0-15"
"18386","0",2000,"C","RENT",33600,26,"Missing","0-15"
"22624","0",24000,"C","RENT",78000,23,"13.5+","0-15"
"8686","0",25000,"A","MORTGAGE",115000,28,"0-8","0-15"
"10439","0",9000,"A","MORTGAGE",95000,22,"8-11","0-15"
"5468","0",3000,"E","MORTGAGE",43000,36,"13.5+","0-15"
"15851","1",1000,"E","RENT",14400,22,"13.5+","0-15"
"26609","0",8500,"A","MORTGAGE",83000,21,"0-8","0-15"
"7380","1",4200,"B","RENT",69000,27,"11-13.5","0-15"
"25178","0",1500,"A","RENT",49788,40,"8-11","0-15"
"11711","0",8000,"A","MORTGAGE",65458,36,"0-8","0-15"
"4399","0",7425,"A","MORTGAGE",65000,23,"0-8","0-15"
"16875","0",4000,"B","RENT",34500,23,"11-13.5","0-15"
"26075","0",7000,"C","RENT",39996,29,"11-13.5","0-15"
"25490","0",7800,"C","RENT",72000,29,"Missing","0-15"
"25808","0",6000,"B","MORTGAGE",130000,30,"11-13.5","15-30"
"14159","0",6000,"C","RENT",408000,37,"11-13.5","0-15"
"23087","0",6000,"A","MORTGAGE",80000,24,"8-11","0-15"
"19667","0",6000,"C","MORTGAGE",105000,22,"13.5+","0-15"
"16083","0",9000,"A","MORTGAGE",65000,23,"0-8","0-15"
"6781","0",4000,"A","RENT",70000,26,"0-8","0-15"
"17366","0",2500,"C","RENT",54996,22,"13.5+","15-30"
"4309","0",3000,"B","RENT",21000,41,"Missing","0-15"
"1405","0",12650,"A","MORTGAGE",87504,31,"8-11","0-15"
"12601","0",8000,"A","RENT",53688,26,"0-8","0-15"
"3243","0",5500,"B","RENT",33600,23,"Missing","0-15"
"9240","0",9000,"B","RENT",99000,51,"11-13.5","0-15"
"27495","1",9000,"C","MORTGAGE",90000,25,"11-13.5","0-15"
"22633","0",3000,"B","OWN",30000,23,"11-13.5","0-15"
"11940","0",5000,"B","RENT",85272,23,"11-13.5","0-15"
"27843","0",5500,"A","RENT",50000,36,"8-11","0-15"
"12113","0",12375,"A","RENT",42000,25,"0-8","0-15"
"25908","0",10000,"B","MORTGAGE",230000,28,"8-11","0-15"
"4640","0",11875,"B","RENT",50000,25,"8-11","0-15"
"5595","0",13000,"A","MORTGAGE",102000,26,"0-8","0-15"
"11501","0",10000,"A","RENT",43000,24,"0-8","0-15"
"1290","0",18200,"D","MORTGAGE",59800.55,36,"13.5+","15-30"
"4137","0",10000,"B","RENT",64000,32,"11-13.5","0-15"
"6961","0",4000,"B","RENT",80000,25,"8-11","0-15"
"19215","0",5000,"B","RENT",27919.2,29,"Missing","Missing"
"3294","0",12000,"B","RENT",69500,24,"8-11","15-30"
"13608","0",15000,"B","MORTGAGE",67000,39,"8-11","0-15"
"20972","0",5000,"B","RENT",33000,23,"8-11","0-15"
"12481","0",8000,"A","RENT",60000,25,"0-8","0-15"
"922","0",6000,"C","OWN",48000,29,"13.5+","0-15"
"6307","0",35000,"C","MORTGAGE",164000,39,"13.5+","15-30"
"2107","0",5000,"A","MORTGAGE",52000,31,"0-8","0-15"
"1603","0",20000,"B","MORTGAGE",120000,29,"11-13.5","0-15"
"2516","0",9250,"A","MORTGAGE",49200,30,"Missing","0-15"
"223","0",10400,"B","RENT",40000,25,"8-11","0-15"
"20248","1",7000,"C","RENT",58000,23,"13.5+","0-15"
"10012","1",6000,"A","MORTGAGE",70000,22,"Missing","0-15"
"5989","0",11000,"A","RENT",1e+05,24,"0-8","0-15"
"1522","1",8000,"A","RENT",42000,23,"0-8","0-15"
"11733","1",15000,"D","MORTGAGE",75000,25,"13.5+","0-15"
"11323","0",1000,"C","RENT",54000,31,"Missing","15-30"
"5158","0",10500,"B","MORTGAGE",63400,22,"8-11","0-15"
"10212","0",5000,"D","RENT",45360,33,"13.5+","0-15"
"23158","0",6000,"B","RENT",40000,29,"11-13.5","0-15"
"2606","0",6000,"B","RENT",21000,29,"11-13.5","0-15"
"9702","0",4400,"B","RENT",52256,32,"Missing","0-15"
"18671","0",8500,"C","RENT",30000,25,"13.5+","0-15"
"22116","0",6000,"C","RENT",24000,35,"11-13.5","0-15"
"7542","0",10000,"A","MORTGAGE",85000,22,"0-8","0-15"
"15737","0",15000,"A","MORTGAGE",50000,21,"0-8","15-30"
"26979","0",15000,"E","RENT",55700,24,"13.5+","0-15"
"2865","0",12475,"A","MORTGAGE",88000,23,"0-8","15-30"
"889","0",12875,"A","MORTGAGE",57000,22,"0-8","0-15"
"17826","0",9800,"A","MORTGAGE",55000,26,"0-8","15-30"
"1116","0",9000,"A","MORTGAGE",59000,45,"0-8","0-15"
"8544","0",2000,"B","OWN",54000,22,"8-11","0-15"
"15144","0",6000,"A","MORTGAGE",78000,23,"0-8","0-15"
"5930","0",12000,"B","RENT",175000,59,"8-11","0-15"
"9095","0",2000,"D","RENT",24000,25,"13.5+","0-15"
"7650","0",1000,"C","RENT",11220,22,"11-13.5","Missing"
"12185","1",4800,"B","MORTGAGE",55980,23,"8-11","15-30"
"3442","1",5600,"C","RENT",40000,27,"13.5+","0-15"
"9804","0",6000,"B","RENT",46000,37,"11-13.5","0-15"
"19936","0",9000,"C","MORTGAGE",72000,30,"13.5+","0-15"
"9126","0",15000,"B","RENT",60000,22,"8-11","0-15"
"18088","0",20000,"B","RENT",68000,26,"8-11","0-15"
"13227","0",10000,"A","RENT",64583,36,"Missing","0-15"
"2320","1",15000,"B","RENT",44400,25,"8-11","0-15"
"28772","0",8000,"C","RENT",44684.66,22,"11-13.5","0-15"
"14966","0",1200,"B","RENT",31500,23,"8-11","0-15"
"15853","0",3000,"C","RENT",26880,23,"11-13.5","0-15"
"7970","0",4000,"A","MORTGAGE",50000,33,"0-8","0-15"
"5338","0",24000,"A","MORTGAGE",107000,25,"0-8","0-15"
"10547","0",3000,"A","MORTGAGE",58000,24,"0-8","0-15"
"23229","0",8500,"B","OWN",49000,30,"11-13.5","0-15"
"6655","0",12000,"C","RENT",51000,23,"11-13.5","0-15"
"2748","0",13000,"B","RENT",120000,23,"11-13.5","15-30"
"2764","0",20000,"C","MORTGAGE",78000,33,"13.5+","0-15"
"8363","1",17725,"B","RENT",38220,27,"11-13.5","0-15"
"2423","0",5000,"C","RENT",38400,28,"11-13.5","0-15"
"10613","0",6400,"B","RENT",26400,24,"8-11","0-15"
"783","1",10000,"C","RENT",42000,22,"13.5+","0-15"
"22006","0",8500,"A","MORTGAGE",55000,35,"0-8","0-15"
"23145","0",16000,"C","MORTGAGE",80689.8,24,"11-13.5","0-15"
"1083","0",12000,"A","MORTGAGE",74004,22,"Missing","0-15"
"6411","0",5025,"A","MORTGAGE",53000,22,"0-8","0-15"
"21056","0",24000,"E","MORTGAGE",90000,24,"13.5+","0-15"
"15074","0",17000,"B","OWN",110000,26,"8-11","0-15"
"26022","0",10000,"B","RENT",32890,27,"8-11","0-15"
"12277","0",10000,"A","MORTGAGE",53004,23,"0-8","0-15"
"178","0",10000,"A","RENT",45000,21,"0-8","0-15"
"9453","0",6000,"B","MORTGAGE",50780,41,"8-11","0-15"
"7602","0",6600,"A","RENT",52000,23,"0-8","0-15"
"20077","0",15000,"B","MORTGAGE",60000,44,"Missing","0-15"
"13129","0",17000,"A","RENT",42000,22,"0-8","0-15"
"26507","0",5000,"A","RENT",95004,23,"8-11","0-15"
"17536","0",3200,"D","OWN",17000,32,"13.5+","0-15"
"9942","1",8000,"C","RENT",45000,24,"Missing","0-15"
"11593","0",13850,"C","MORTGAGE",47000,23,"11-13.5","0-15"
"19263","0",9000,"A","RENT",42900,25,"0-8","15-30"
"4768","0",20000,"C","MORTGAGE",201000,33,"13.5+","0-15"
"18602","0",6000,"B","RENT",36628.8,22,"11-13.5","0-15"
"521","0",8500,"D","RENT",61000,29,"13.5+","0-15"
"24521","0",6000,"C","MORTGAGE",30000,24,"11-13.5","0-15"
"14540","0",8500,"A","MORTGAGE",70800,26,"0-8","0-15"
"20781","0",4200,"C","MORTGAGE",250000,41,"11-13.5","0-15"
"7072","0",22000,"E","RENT",103000,46,"13.5+","0-15"
"9393","0",5000,"C","RENT",34400,25,"11-13.5","0-15"
"8283","0",12500,"B","MORTGAGE",60000,25,"11-13.5","0-15"
"9162","0",8800,"B","RENT",145000,32,"8-11","0-15"
"20411","0",6500,"A","MORTGAGE",90000,26,"0-8","0-15"
"15829","0",10000,"B","MORTGAGE",125000,23,"8-11","0-15"
"22483","1",6400,"D","RENT",47000,32,"13.5+","0-15"
"3649","0",28000,"B","MORTGAGE",180000,30,"8-11","0-15"
"16338","0",25000,"E","MORTGAGE",285000,30,"13.5+","15-30"
"22320","0",25000,"C","RENT",55164,24,"11-13.5","0-15"
"27364","0",8000,"B","RENT",30000,21,"Missing","0-15"
"5304","0",6000,"B","MORTGAGE",28440,24,"8-11","Missing"
"21930","0",2000,"A","RENT",27000,29,"0-8","0-15"
"13973","0",9450,"A","RENT",95000,31,"0-8","0-15"
"24658","0",20000,"C","MORTGAGE",88400,49,"13.5+","0-15"
"16296","0",20000,"A","MORTGAGE",225000,28,"0-8","0-15"
"15237","0",8000,"A","RENT",35000,34,"0-8","0-15"
"15068","0",6000,"A","RENT",30000,26,"0-8","0-15"
"26860","0",5000,"C","RENT",76500,25,"11-13.5","0-15"
"26104","0",13000,"B","MORTGAGE",51072,24,"8-11","15-30"
"17816","0",1000,"C","OWN",52000,29,"11-13.5","15-30"
"24787","1",20000,"C","RENT",108901,25,"Missing","0-15"
"6084","0",12000,"C","MORTGAGE",138600,28,"11-13.5","0-15"
"15473","0",12000,"A","MORTGAGE",55000,30,"0-8","0-15"
"19467","0",2000,"B","OWN",12000,44,"8-11","0-15"
"21341","0",10000,"C","MORTGAGE",55000,48,"Missing","0-15"
"14686","0",12000,"B","RENT",87000,24,"8-11","0-15"
"12988","0",7875,"D","RENT",32000,22,"13.5+","0-15"
"11475","0",20000,"B","RENT",45600,60,"8-11","0-15"
"21795","0",8000,"A","OWN",40000,50,"0-8","0-15"
"3938","0",6400,"A","RENT",112000,24,"0-8","0-15"
"23563","0",6000,"B","MORTGAGE",9e+05,36,"Missing","0-15"
"18799","0",6000,"A","MORTGAGE",75000,34,"0-8","0-15"
"24126","1",5000,"D","RENT",24996,22,"Missing","0-15"
"10471","0",4800,"D","RENT",32000,22,"13.5+","0-15"
"16733","0",10000,"B","MORTGAGE",65000,25,"8-11","0-15"
"153","0",7350,"B","MORTGAGE",48000,21,"8-11","15-30"
"4852","0",7000,"A","MORTGAGE",44000,25,"0-8","0-15"
"16315","0",2500,"C","RENT",60000,22,"Missing","0-15"
"27913","0",6500,"C","RENT",26004,29,"11-13.5","0-15"
"957","0",16000,"A","OWN",51000,22,"0-8","0-15"
"898","0",6900,"B","MORTGAGE",35000,21,"11-13.5","0-15"
"24296","0",10000,"D","RENT",165000,25,"13.5+","15-30"
"1061","0",5200,"C","OWN",107800,32,"13.5+","0-15"
"18601","1",9800,"B","MORTGAGE",65000,26,"11-13.5","Missing"
"15271","0",5000,"A","RENT",66240,27,"0-8","0-15"
"19058","0",15000,"B","OWN",48000,26,"11-13.5","0-15"
"22100","0",16000,"E","MORTGAGE",60000,38,"13.5+","0-15"
"3394","1",6000,"A","OWN",69600,45,"0-8","0-15"
"6983","0",1800,"C","RENT",21360,32,"11-13.5","0-15"
"28188","0",6975,"C","RENT",28000,22,"11-13.5","0-15"
"11481","0",4200,"A","MORTGAGE",51000,25,"0-8","0-15"
"16399","0",1675,"D","RENT",28800,23,"13.5+","0-15"
"13925","0",3000,"C","RENT",54084,35,"11-13.5","0-15"
"6182","0",8800,"B","MORTGAGE",125000,33,"8-11","15-30"
"16493","0",15000,"D","MORTGAGE",120000,24,"13.5+","0-15"
"6426","0",12600,"B","MORTGAGE",42500,23,"Missing","0-15"
"7616","1",4800,"E","RENT",45000,23,"13.5+","0-15"
"17851","0",15000,"B","RENT",59200,27,"8-11","0-15"
"3274","0",3125,"A","MORTGAGE",42000,24,"8-11","0-15"
"24172","1",25000,"F","MORTGAGE",70000,40,"13.5+","15-30"
"18897","0",10000,"B","RENT",83004,28,"11-13.5","0-15"
"26534","0",4200,"E","RENT",26000,24,"13.5+","0-15"
"10155","0",7000,"B","RENT",50000,35,"11-13.5","0-15"
"2206","0",35000,"A","RENT",95000,23,"0-8","0-15"
"19280","0",12000,"B","MORTGAGE",145000,30,"Missing","0-15"
"10855","0",2125,"B","MORTGAGE",40000,24,"11-13.5","0-15"
"21963","0",15000,"A","MORTGAGE",126000,29,"0-8","0-15"
"21938","0",6600,"A","MORTGAGE",72000,26,"Missing","0-15"
"17559","0",10400,"D","RENT",38400,22,"13.5+","0-15"
"10243","0",13100,"A","RENT",71040,24,"0-8","0-15"
"10081","0",10000,"A","MORTGAGE",52000,31,"8-11","0-15"
"8145","1",29100,"C","MORTGAGE",52000,24,"11-13.5","0-15"
"488","0",3600,"D","MORTGAGE",44004,22,"13.5+","0-15"
"28441","0",3000,"C","MORTGAGE",75885,23,"11-13.5","0-15"
"18880","0",5000,"A","MORTGAGE",60000,24,"0-8","0-15"
"3510","0",4000,"B","MORTGAGE",43500,28,"11-13.5","15-30"
"5648","0",3000,"A","MORTGAGE",110000,38,"8-11","15-30"
"13561","0",6000,"C","RENT",22600,21,"11-13.5","0-15"
"3322","0",13000,"A","MORTGAGE",60000,28,"8-11","30-45"
"8807","0",7000,"D","OWN",50400,23,"13.5+","30-45"
"4892","0",5000,"A","RENT",25000,28,"0-8","0-15"
"16189","0",10000,"B","OWN",50004,24,"11-13.5","0-15"
"16314","0",4000,"B","MORTGAGE",75000,29,"8-11","0-15"
"22158","0",20000,"B","MORTGAGE",1e+05,22,"11-13.5","0-15"
"14070","0",16000,"A","MORTGAGE",1e+05,23,"0-8","0-15"
"6023","0",7600,"A","MORTGAGE",57400,31,"0-8","0-15"
"25674","0",12000,"A","MORTGAGE",50000,27,"8-11","0-15"
"28532","0",9500,"C","MORTGAGE",75000,23,"Missing","0-15"
"26493","0",3200,"A","RENT",44000,24,"0-8","0-15"
"4761","0",5000,"B","MORTGAGE",24996,23,"11-13.5","0-15"
"18893","0",10000,"A","RENT",110000,23,"0-8","0-15"
"16334","0",13000,"B","MORTGAGE",43800,25,"8-11","0-15"
"16397","1",8000,"D","OWN",38400,33,"13.5+","0-15"
"12398","0",12000,"B","RENT",52000,28,"Missing","0-15"
"22020","0",3200,"B","RENT",85000,21,"8-11","15-30"
"8721","0",2000,"B","RENT",40000,24,"11-13.5","0-15"
"5096","1",7200,"B","RENT",14400,22,"11-13.5","0-15"
"24319","1",25000,"D","MORTGAGE",101000,24,"13.5+","0-15"
"10098","0",12000,"D","MORTGAGE",62400,36,"13.5+","0-15"
"22159","0",13500,"B","MORTGAGE",38117,22,"11-13.5","0-15"
"13515","0",5000,"E","RENT",27000,23,"13.5+","0-15"
"2088","0",7500,"B","MORTGAGE",40000,24,"11-13.5","0-15"
"20106","0",8000,"B","RENT",25000,22,"11-13.5","15-30"
"26311","0",17500,"A","MORTGAGE",117500,30,"0-8","0-15"
"1463","0",10000,"B","RENT",36000,25,"11-13.5","0-15"
"552","0",12000,"B","RENT",85000,27,"8-11","0-15"
"17945","0",4000,"A","MORTGAGE",68004,24,"0-8","0-15"
"14036","0",15000,"A","RENT",49812,24,"0-8","0-15"
"16303","0",9000,"D","RENT",70000,29,"Missing","0-15"
"20123","0",5950,"C","RENT",612000,33,"11-13.5","0-15"
"18164","0",2000,"C","OWN",40000,24,"13.5+","0-15"
"28998","0",6625,"C","RENT",57100,24,"11-13.5","0-15"
"23940","0",14000,"A","MORTGAGE",49000,21,"Missing","0-15"
"23512","0",12000,"B","RENT",55000,41,"11-13.5","0-15"
"19583","0",3500,"B","MORTGAGE",60000,28,"8-11","Missing"
"4375","1",5600,"B","MORTGAGE",39000,29,"11-13.5","0-15"
"11206","1",1900,"A","RENT",26500,22,"0-8","0-15"
"6807","0",6000,"C","MORTGAGE",45600,58,"11-13.5","15-30"
"2522","1",7475,"A","OWN",53000,28,"0-8","0-15"
"27751","0",7500,"C","MORTGAGE",82000,25,"11-13.5","0-15"
"26173","0",12075,"C","MORTGAGE",113028,22,"Missing","0-15"
"9857","1",30000,"D","MORTGAGE",125000,30,"13.5+","0-15"
"26110","0",3000,"A","MORTGAGE",75000,26,"8-11","0-15"
"28088","0",7500,"B","MORTGAGE",65000,22,"8-11","0-15"
"18712","0",2400,"A","RENT",52000,25,"0-8","0-15"
"2496","0",3600,"C","RENT",18000,29,"13.5+","0-15"
"24284","0",25000,"D","MORTGAGE",60000,35,"13.5+","0-15"
"999","0",10000,"A","MORTGAGE",80000,24,"8-11","0-15"
"13530","0",9600,"A","OWN",39000,27,"0-8","0-15"
"4160","0",5300,"A","RENT",65000,22,"0-8","0-15"
"27803","1",5000,"C","MORTGAGE",55000,22,"11-13.5","0-15"
"7890","0",2500,"B","MORTGAGE",90000,45,"11-13.5","0-15"
"8366","0",18000,"B","RENT",54000,29,"8-11","0-15"
"18457","0",10000,"C","RENT",24000,27,"11-13.5","Missing"
"28363","0",15000,"E","RENT",74784,37,"13.5+","0-15"
"24954","0",5000,"A","MORTGAGE",39500,29,"0-8","0-15"
"24326","0",24250,"C","MORTGAGE",210000,30,"11-13.5","0-15"
"26387","1",15000,"E","MORTGAGE",50000,21,"13.5+","0-15"
"20341","0",6200,"A","RENT",69000,26,"0-8","0-15"
"23989","0",7000,"A","RENT",36000,26,"8-11","0-15"
"1166","0",14000,"C","RENT",53000,21,"13.5+","0-15"
"23191","0",24250,"B","MORTGAGE",140000,26,"11-13.5","0-15"
"19962","0",14000,"C","RENT",85332,30,"13.5+","0-15"
"15919","1",3000,"C","RENT",56000.04,24,"Missing","0-15"
"20855","0",13500,"B","MORTGAGE",53184,24,"8-11","15-30"
"22796","0",5000,"B","MORTGAGE",48996,27,"11-13.5","0-15"
"20336","1",25000,"B","MORTGAGE",70000,31,"8-11","0-15"
"19761","0",12000,"A","MORTGAGE",105000,29,"0-8","0-15"
"12006","0",7475,"A","MORTGAGE",40500,36,"0-8","0-15"
"9776","0",10000,"C","OWN",95000,24,"13.5+","0-15"
"5686","0",12000,"A","MORTGAGE",71000,28,"8-11","0-15"
"16827","0",12000,"C","RENT",99996,28,"13.5+","0-15"
"2619","0",10000,"A","RENT",75000,28,"0-8","0-15"
"18638","0",20000,"A","RENT",250000,36,"0-8","0-15"
"6197","0",2400,"D","RENT",36000,27,"13.5+","0-15"
"5931","0",6400,"A","RENT",75000,29,"0-8","0-15"
"269","0",4800,"A","RENT",48000,23,"0-8","0-15"
"11087","0",4800,"B","RENT",103641,24,"8-11","15-30"
"19787","0",8200,"C","MORTGAGE",116004,33,"13.5+","0-15"
"4976","0",11425,"A","RENT",52500,27,"0-8","0-15"
"5045","0",14000,"A","RENT",90000,26,"0-8","0-15"
"2347","0",10000,"A","RENT",30000,28,"8-11","0-15"
"13089","0",25000,"D","MORTGAGE",174996,29,"13.5+","0-15"
"852","1",7175,"A","RENT",60000,37,"0-8","0-15"
"2743","0",9600,"A","OWN",38000,24,"Missing","0-15"
"6058","0",12000,"A","MORTGAGE",65000,31,"0-8","0-15"
"18764","0",2400,"E","RENT",35004,30,"13.5+","0-15"
"9941","0",4000,"C","RENT",70000,24,"11-13.5","15-30"
"9740","0",9600,"B","MORTGAGE",120000,40,"8-11","0-15"
"16023","0",3500,"C","MORTGAGE",35000,22,"Missing","0-15"
"8571","0",6000,"A","MORTGAGE",70000,31,"0-8","0-15"
"16935","0",16000,"B","MORTGAGE",140000,24,"8-11","15-30"
"4481","0",5000,"A","RENT",85000,33,"0-8","0-15"
"627","0",7000,"C","RENT",42000,22,"13.5+","0-15"
"27854","0",7500,"D","MORTGAGE",80500,22,"11-13.5","0-15"
"18116","0",2500,"C","MORTGAGE",60000,34,"13.5+","0-15"
"12207","0",7000,"A","RENT",80000,35,"0-8","0-15"
"8601","0",3000,"A","MORTGAGE",33600,28,"0-8","0-15"
